1	5	2.183681
1	15	3.638196
1	17	3.427659
1	22	4.427174
1	23	4.669597
1	26	4.081889
1	29	2.308077
1	33	3.689111
1	35	1.577777
1	38	2.590016
1	39	3.557635
1	58	4.281882
1	59	4.210117
1	62	2.727416
1	69	4.245861
1	79	4.242017
1	82	4.035183
1	84	1.717882
1	86	3.857902
1	89	5.000000
1	108	4.269736
1	110	2.570609
1	120	3.294997
1	124	4.253441
1	128	3.434793
1	130	2.525579
1	131	3.789425
1	142	2.359250
1	143	4.047438
1	146	2.407696
1	150	3.750287
1	153	3.762659
1	156	3.930056
1	157	4.132176
1	158	2.798924
1	161	3.830048
1	172	4.378646
1	173	4.512709
1	177	2.989686
1	185	3.921467
1	186	4.012891
1	187	4.674197
1	190	3.872908
1	192	4.000083
1	193	4.215312
1	198	4.327106
1	200	3.824784
1	201	3.466809
1	204	4.125555
1	224	4.604335
1	228	4.377107
1	230	4.148471
1	236	4.099674
1	237	3.909402
1	240	3.060963
1	241	3.695488
1	251	5.000000
1	254	2.916436
1	270	2.657607
2	111	3.465574
2	127	5.000000
2	257	4.161430
2	279	1.962285
2	295	2.963442
2	297	4.170349
2	306	4.055192
3	299	4.102892
3	318	4.320421
3	321	1.881994
3	323	1.717536
3	324	2.349088
3	325	1.287304
3	328	1.787989
3	329	1.000000
3	333	1.913352
3	338	2.424344
3	342	2.974705
3	348	3.308309
4	324	4.727022
4	329	2.844637
5	25	2.972097
5	29	2.505740
5	66	2.223204
5	69	3.625838
5	89	3.602641
5	162	3.934473
5	168	4.457410
5	176	3.733778
5	186	3.701535
5	208	4.463227
5	210	4.525361
5	222	3.719975
5	239	3.013319
5	243	1.566056
5	267	2.035679
5	366	1.737291
5	368	1.596672
5	370	2.778214
5	376	2.810004
5	377	1.340790
5	391	2.894143
5	398	1.564042
5	404	2.845727
5	411	1.854527
5	412	2.293736
5	420	2.603859
5	423	3.536724
5	425	4.049853
5	435	3.589457
5	436	2.540407
5	437	1.337697
5	439	1.337697
5	440	1.051650
5	445	2.994512
5	451	3.172399
6	12	4.200241
6	23	4.123961
6	50	4.520155
6	71	3.117947
6	81	3.491919
6	89	4.041619
6	134	3.820629
6	151	3.334074
6	170	4.018742
6	174	3.680950
6	182	4.193674
6	183	3.869763
6	186	4.363877
6	191	4.068442
6	205	4.459400
6	272	3.688785
6	284	2.411720
6	293	3.903040
6	294	2.443076
6	303	3.255003
6	304	3.619692
6	309	2.004191
6	317	4.127281
6	465	3.553172
6	467	3.370774
6	468	2.920828
6	476	2.549572
6	477	3.175170
6	486	3.773196
6	491	3.572110
6	498	3.843136
6	504	4.103463
6	506	4.379704
6	513	3.996084
6	515	4.043133
6	531	4.617017
6	534	3.087339
6	539	1.604192
7	9	4.825928
7	29	3.518695
7	31	3.621599
7	32	4.918496
7	51	3.885412
7	62	3.700205
7	78	3.228282
7	90	3.571938
7	92	3.712077
7	93	4.251277
7	99	4.481583
7	131	4.377712
7	132	4.521928
7	145	3.230077
7	152	4.758778
7	162	4.213830
7	173	4.444170
7	179	4.828383
7	187	4.456854
7	193	4.409273
7	202	4.813535
7	205	4.749578
7	226	3.659233
7	227	3.502919
7	232	3.930847
7	241	3.775389
7	260	3.664006
7	264	3.370344
7	266	3.446774
7	269	4.309144
7	275	4.324501
7	318	4.806275
7	334	2.957648
7	341	3.463667
7	379	2.731413
7	401	3.730525
7	402	4.498018
7	423	4.168477
7	435	4.540564
7	436	4.455777
7	440	4.069648
7	443	4.598133
7	448	3.657070
7	461	4.023101
7	470	3.839707
7	481	3.653357
7	491	4.244800
7	521	4.486351
7	528	4.733381
7	537	4.228729
7	547	2.808489
7	549	3.912459
7	553	4.023933
7	554	3.040037
7	557	4.346284
7	560	3.316719
7	566	3.677967
7	570	3.711068
7	574	2.273957
7	578	3.612970
7	584	3.911597
7	588	4.580354
7	591	3.930346
7	595	3.971026
7	596	3.712227
7	607	3.788567
7	610	4.294513
7	617	3.503768
7	619	3.937501
7	623	3.813249
7	627	4.039108
7	636	3.750337
7	647	3.463543
7	650	3.961681
7	653	4.752020
7	658	4.385954
7	663	4.132152
7	667	3.944031
7	669	3.840042
7	679	2.927875
7	680	2.127120
8	7	4.499781
8	79	4.619885
8	176	4.397858
8	229	3.913551
8	568	1.774381
9	7	4.487204
9	340	4.937673
9	487	4.545801
10	1	4.370350
10	9	4.154087
10	48	4.063503
10	70	3.885094
10	100	4.682772
10	127	4.665798
10	137	4.292688
10	178	4.742084
10	179	4.209701
10	186	4.381571
10	199	4.731765
10	203	3.997329
10	216	4.337824
10	245	3.472763
10	289	3.146937
10	432	4.545564
10	467	4.402892
10	474	5.000000
10	495	4.378444
10	498	4.431884
10	505	3.654081
10	511	4.659993
10	589	4.414300
10	603	4.601351
10	698	3.353965
10	699	3.980382
10	700	3.120466
10	705	3.930104
10	707	3.297935
10	709	4.173305
10	710	3.828736
10	711	5.000000
11	11	3.827322
11	22	3.889748
11	25	3.535603
11	38	2.444094
11	42	2.581363
11	47	3.269731
11	94	3.404697
11	168	4.338384
11	176	4.021725
11	211	4.154053
11	227	3.488882
11	239	3.644881
11	260	2.491630
11	268	4.205680
11	324	4.112116
11	383	2.629881
11	386	2.349010
11	399	3.673223
11	414	3.241869
11	423	3.768531
11	427	2.958909
11	428	3.786415
11	430	4.005243
11	431	2.963027
11	433	3.797416
11	527	4.113389
11	573	2.537162
11	580	3.688724
11	659	3.747607
11	663	3.650928
11	718	4.439365
11	719	2.679742
11	740	3.372915
11	752	2.320437
12	82	5.000000
12	96	4.021271
12	159	4.630707
12	168	4.821570
12	172	4.926126
12	200	4.589541
12	238	5.000000
12	381	4.657614
12	416	4.684954
12	471	4.875280
12	753	3.728493
12	754	3.939037
13	8	4.210936
13	27	2.748482
13	33	3.024680
13	37	4.069146
13	45	4.188941
13	59	3.713068
13	70	3.476233
13	89	3.487441
13	90	3.123530
13	92	3.585145
13	94	2.731186
13	95	3.988871
13	99	3.330745
13	116	3.535374
13	128	3.090103
13	132	4.229914
13	145	1.822659
13	158	2.212260
13	160	3.605807
13	168	3.911675
13	176	3.545006
13	177	3.513828
13	180	3.473332
13	182	4.180503
13	184	2.519610
13	186	3.847036
13	187	4.195944
13	194	4.025494
13	197	4.598816
13	202	2.593729
13	205	4.255562
13	215	3.114715
13	227	2.521783
13	233	3.379229
13	234	4.221321
13	237	3.319731
13	238	3.827702
13	243	1.735569
13	265	3.595644
13	269	3.903762
13	294	2.420236
13	300	2.924603
13	308	3.326596
13	315	4.375383
13	321	2.959594
13	339	2.687191
13	353	2.574934
13	377	3.095094
13	396	2.487324
13	410	2.858904
13	413	1.890066
13	414	3.973368
13	428	4.345550
13	430	3.349490
13	431	3.465591
13	437	1.590131
13	439	1.590131
13	446	2.335596
13	449	2.967460
13	453	2.039545
13	472	2.955521
13	485	3.664541
13	508	3.264662
13	515	3.536276
13	523	4.520934
13	524	3.846418
13	539	1.717283
13	548	1.717167
13	559	2.697805
13	563	2.362675
13	568	3.543170
13	586	2.832274
13	629	3.032924
13	630	3.123996
13	639	4.031367
13	655	4.010274
13	682	2.434676
13	686	3.496413
13	688	2.676296
13	692	3.609010
13	737	2.218511
13	739	3.720289
13	750	3.409811
13	754	2.684352
13	755	3.477304
13	761	3.261091
13	772	3.331947
13	774	2.458729
13	775	2.511956
13	777	1.000000
13	783	2.751501
13	788	1.780826
13	792	3.901670
13	801	3.120566
13	808	2.477225
13	816	2.399025
13	830	5.000000
13	842	3.033163
13	845	3.623633
13	853	3.249440
13	854	2.511090
13	857	5.000000
13	858	1.424550
13	859	1.773906
13	860	1.967499
13	867	2.503524
13	870	2.875963
13	873	3.504250
13	884	2.751179
13	885	1.480074
13	888	2.133302
13	902	3.950351
13	903	3.331768
13	906	2.158565
13	912	2.279325
14	23	4.029587
14	100	4.875568
14	111	3.609287
14	121	4.051029
14	172	4.687810
14	204	4.761599
14	238	3.897465
14	283	3.984928
14	357	4.592112
14	430	3.741008
14	473	4.824904
14	514	4.020772
14	519	4.142426
14	523	4.388096
14	530	4.326869
14	792	3.609836
14	845	4.306455
14	919	3.847237
15	13	4.006630
15	15	3.442757
15	235	2.039256
15	248	2.429497
15	255	2.460938
15	257	4.372396
15	269	3.241278
15	280	1.582399
15	328	3.672998
15	331	1.271296
15	405	2.610749
15	455	3.322160
15	473	1.691096
15	546	2.110517
15	620	2.046041
15	685	2.300920
15	690	2.297296
15	864	3.184384
15	926	2.316005
15	927	2.995139
15	931	1.000000
15	937	2.753041
16	1	5.000000
16	7	4.683182
16	69	5.000000
16	70	4.510921
16	79	4.365657
16	89	4.745642
16	164	4.197299
16	168	4.208741
16	172	4.688542
16	183	4.756542
16	202	4.834580
16	227	4.430432
16	273	4.579313
16	427	5.000000
16	469	4.446105
16	479	4.474967
16	504	3.727075
16	509	4.521056
16	603	5.000000
16	705	4.309283
16	761	3.963186
16	943	4.664390
16	944	3.911399
16	945	4.756471
16	948	2.226873
17	1	3.208840
17	9	3.745673
17	13	3.368524
17	117	3.017760
17	125	2.011664
17	221	3.651531
17	243	3.352559
18	6	3.191561
18	25	2.877760
18	56	4.540128
18	61	3.972274
18	64	4.671072
18	71	4.089536
18	82	3.775450
18	97	3.538554
18	132	4.312467
18	143	3.313667
18	154	3.569154
18	165	4.718519
18	166	4.418977
18	174	3.985831
18	175	3.687335
18	179	4.173064
18	180	4.576155
18	185	4.212521
18	190	4.523246
18	196	3.774395
18	198	3.967529
18	208	3.867324
18	209	3.866952
18	210	3.578382
18	212	3.888384
18	221	3.959851
18	269	4.737401
18	284	2.802287
18	285	4.767056
18	287	3.200506
18	318	4.662149
18	378	3.847863
18	381	3.098252
18	386	2.912866
18	402	3.280996
18	403	2.926017
18	404	4.410562
18	414	3.362942
18	416	3.829133
18	461	3.703236
18	482	4.650010
18	494	4.844308
18	496	3.759361
18	498	3.672672
18	504	3.806323
18	510	4.068652
18	520	4.873998
18	528	3.853514
18	607	4.296547
18	614	3.961186
18	647	3.539019
18	705	4.502544
18	707	4.401765
18	739	3.390725
18	775	2.509528
18	778	3.100843
18	959	4.290097
18	964	3.254760
18	969	4.201391
18	972	3.049206
18	973	3.715622
19	294	3.362959
19	435	3.989666
19	655	4.099244
20	69	2.556211
20	95	4.019296
20	143	2.885586
20	148	3.982867
20	174	3.073874
20	323	4.052642
20	423	2.564272
20	498	3.226836
20	866	4.126324
20	934	2.496149
21	1	2.881671
21	7	4.111545
21	15	1.850475
21	129	3.727237
21	217	1.694514
21	222	2.584101
21	263	2.196284
21	281	1.659523
21	289	2.010917
21	294	3.478987
21	299	2.360888
21	358	1.545683
21	396	2.126414
21	441	2.647526
