1	12	4.426251
1	20	3.270381
1	21	3.283391
1	30	3.213001
1	47	4.019399
1	51	4.060310
1	54	4.014485
1	65	4.093987
1	67	3.139667
1	68	3.828867
1	70	3.699148
1	71	4.124292
1	73	3.648926
1	76	4.192541
1	85	3.414413
1	90	2.864385
1	92	3.516038
1	102	2.459456
1	104	1.934047
1	115	3.402043
1	125	3.351549
1	126	3.167059
1	127	3.946287
1	129	4.071637
1	133	4.282443
1	135	4.359932
1	137	4.093153
1	139	2.777778
1	145	1.595868
1	147	2.906552
1	148	3.555479
1	149	3.847694
1	152	4.319947
1	159	3.398876
1	175	4.120290
1	180	4.276822
1	183	4.247333
1	188	3.810100
1	191	4.174472
1	194	4.718176
1	203	4.385149
1	216	4.392779
1	223	4.046049
1	231	1.955436
1	232	3.103833
1	233	3.262664
1	235	2.650701
1	239	4.024204
1	243	3.116580
1	244	3.968884
1	250	3.081705
1	256	4.463923
1	267	2.810026
2	25	3.536680
2	242	4.172729
2	251	4.428455
2	272	1.748128
2	276	4.427452
2	283	3.890554
2	284	3.380736
2	285	4.917418
2	288	1.765541
2	299	3.523679
2	302	4.383554
2	308	3.661477
2	309	2.415140
2	312	3.944720
3	245	4.414174
3	268	2.256397
3	288	2.041711
3	300	2.699183
3	330	1.844449
3	334	2.562117
3	337	1.984697
3	339	1.486732
3	345	4.551637
4	11	2.885729
4	50	3.354837
4	260	2.780380
5	79	3.302876
5	94	1.177330
5	95	4.185153
5	98	3.589482
5	99	2.539540
5	102	2.771815
5	105	1.590647
5	121	2.422374
5	163	3.365102
5	172	3.928094
5	174	3.421651
5	181	3.748083
5	183	3.366196
5	185	2.504640
5	226	3.498072
5	241	2.338069
5	250	4.246415
5	363	2.138630
5	367	1.564675
5	369	2.106741
5	371	1.590272
5	374	1.592292
5	382	4.011124
5	383	1.718005
5	384	2.247958
5	385	2.461846
5	392	3.129971
5	393	3.855059
5	394	2.719208
5	410	1.977417
5	416	1.788873
5	424	1.913629
5	426	2.912082
5	428	4.405943
5	434	3.413411
5	442	1.751623
5	443	2.736518
5	446	1.753863
6	8	3.684079
6	32	3.788644
6	56	3.855890
6	59	4.301639
6	64	4.401396
6	87	3.588818
6	100	3.499280
6	124	4.315509
6	131	3.434744
6	132	4.037629
6	143	3.276834
6	156	3.403715
6	177	4.080135
6	185	3.870349
6	208	4.323861
6	216	3.447584
6	223	4.099243
6	238	3.162340
6	248	3.085806
6	258	3.688934
6	269	3.710177
6	275	2.744089
6	318	4.238066
6	419	2.874348
6	432	3.385595
6	459	3.938881
6	461	3.753273
6	469	2.745471
6	474	4.161134
6	484	4.338835
6	493	3.933662
6	501	3.617465
6	509	3.554041
6	510	4.267628
6	522	3.738905
6	525	3.139808
6	533	2.826819
7	10	4.288623
7	11	4.257533
7	47	4.325082
7	68	4.312085
7	81	3.894993
7	100	4.519142
7	139	3.749706
7	141	4.059548
7	156	4.539135
7	157	4.326931
7	161	3.847756
7	163	4.468353
7	164	4.085820
7	175	4.591373
7	177	4.956009
7	188	3.834619
7	198	4.595445
7	201	3.235704
7	215	3.964420
7	231	3.503456
7	234	3.384648
7	285	4.711494
7	286	4.090157
7	324	3.398237
7	380	3.898372
7	387	3.791264
7	403	3.757562
7	417	3.033934
7	431	3.802952
7	433	4.342878
7	474	4.621481
7	480	4.500425
7	544	3.355713
7	548	2.640575
7	555	2.568051
7	558	3.881185
7	577	3.171614
7	580	4.031635
7	582	3.246629
7	583	3.859281
7	598	3.774128
7	602	3.965992
7	608	4.157640
7	612	3.523266
7	614	4.176571
7	615	4.685187
7	618	3.183701
7	624	3.911240
7	633	4.224200
7	634	4.045925
7	637	2.854956
7	640	3.929755
7	648	4.358723
7	652	4.473355
7	670	3.007149
7	675	4.023218
7	678	2.772999
8	50	3.907922
8	56	4.751363
8	96	4.566010
8	172	4.927827
8	243	1.667024
8	258	3.996013
8	294	3.162628
8	338	3.308624
8	431	3.663117
8	457	1.305925
8	566	3.153455
9	242	1.501112
9	286	4.317482
9	479	4.760074
9	615	4.516076
10	16	2.929839
10	32	3.836792
10	40	3.055178
10	56	4.068510
10	69	4.097004
10	85	3.366121
10	93	3.999471
10	98	4.786822
10	124	4.328407
10	129	3.945467
10	132	4.632367
10	160	4.170140
10	185	4.703280
10	191	4.070860
10	194	4.933352
10	238	4.349911
10	274	3.389963
10	286	3.785401
10	367	4.086205
10	385	3.945131
10	414	4.497252
10	420	4.179709
10	480	4.850842
